timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1605980161334,2,home-17,304,Not Modified,Thread Group 1-1,,true,,226,527,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1605980161334,3,home-18,304,Not Modified,Thread Group 1-1,,true,,206,486,1,1,http://localhost/llb/Content/images/blog/rssButton.png,0,0,0
1605980161336,30,home-19,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,0
1605980161336,30,home-20,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,0,0,0
1605980161406,78,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,20,0,0
1605980161406,20,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,20,0,0
1605980161428,3,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980161428,56,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",51,0,0
1605980161428,3,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980161428,3,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980161428,3,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980161428,3,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980161431,2,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
